job_title,company_name,location,start_date,ctc,experience,posted
Graphic Designer,Bosscoder Academy,Noida,Start Immediately,"4,00,000 - 6,00,000",0-2 years,1 week ago
Sales Head,SDSR Consultancy Services Private Limited,"Kolkata, Pune, Nagpur, Mumbai",Start Immediately,"5,00,000 - 7,50,000",0-5 years,1 week ago
Front End Developer (React/Next.js),Reach Hub,"Gurgaon, Delhi",Start Immediately,"4,80,000 - 6,00,000",1-2 years,1 week ago
Marketing Manager,Idea Usher,Work from home,Start Immediately,"5,00,000 - 6,00,000",2-5 years,1 week ago
Podcast Artist,RKO Services Private Limited,Dehradun,Start Immediately,"2,00,000",0-2 years,1 week ago
Executive HR,Branch Karma,Mumbai,Start Immediately,"3,00,000 - 5,00,000",0-5 years,1 week ago
Senior Software Developer,GS1India,Chennai,Start Immediately,"5,00,000 - 9,00,000",3-5 years,1 week ago
Business Development Executive,Your Digital Lift,Mumbai,Start Immediately,"2,00,000 - 4,00,000",0-2 years,1 week ago
Business Development Executive,OckyPocky,"Gurgaon, Delhi",Start Immediately,"3,00,000 - 3,50,000",0-4 years,1 week ago
Associate UX/UI Designer,Shubh International,Work from home,Start Immediately,"6,00,000 - 8,00,000",0-5 years,1 week ago
Finance Manager,Shubh International,Work from home,Start Immediately,"8,00,000 - 8,50,000",2-5 years,1 week ago
Web Developer,Shubh International,"Mumbai, Bangalore, Pune",Start Immediately,"7,00,000 - 8,00,000",1-5 years,1 week ago
Junior Social Media Marketing Associate,Shubh International,Work from home,Start Immediately,"7,00,000 - 8,00,000",0-5 years,1 week ago
Data Scientist,Shubh International,Work from home,Start Immediately,"9,00,000 - 10,00,000",0-5 years,1 week ago
Junior Software Tester,Shubh International,Work from home,Start Immediately,"10,00,000 - 12,00,000",1-5 years,1 week ago
Full Stack Developer,Shubh International,Work from home,Start Immediately,"10,00,000 - 12,00,000",0-5 years,1 week ago
Junior Backend Developer,Shubh International,Work from home,Start Immediately,"9,00,000 - 10,00,000",0-3 years,1 week ago
Business Development Executive,Shubh International,Work from home,Start Immediately,"7,00,000 - 8,00,000",2-5 years,1 week ago
Junior Operations Associate,Shubh International,Work from home,Start Immediately,"6,00,000 - 8,00,000",1-5 years,1 week ago
Senior Backend Developer,Shubh International,Work from home,Start Immediately,"8,00,000 - 10,00,000",0-3 years,1 week ago
Front End Developer,Shubh International,Work from home,Start Immediately,"8,00,000 - 10,00,000",0-2 years,1 week ago
Android App Developer,Shubh International,Work from home,Start Immediately,"7,00,000 - 8,00,000",0-2 years,1 week ago
Inside Sales Executive,SKILLFORGE E-LEARNING SOLUTIONS PRIVATE LIMITED,Bangalore,Start Immediately,"4,32,000",0-2 years,1 week ago
Academic Counselor,SKILLFORGE E-LEARNING SOLUTIONS PRIVATE LIMITED,Bangalore,Start Immediately,"4,32,000",0-2 years,1 week ago
Academic Content Expert - Economics (English),QA Solvers,Varanasi,Start Immediately,"2,50,000 - 3,00,000",0-2 years,"1 week ago


Be an early applicant"
Academic Content Expert - Accountancy (English),QA Solvers,Varanasi,Start Immediately,"2,50,000 - 3,00,000",0-2 years,"1 week ago


Be an early applicant"
Academic Content Expert - Chemistry (English),QA Solvers,Varanasi,Start Immediately,"2,50,000 - 3,00,000",0-2 years,"1 week ago


Be an early applicant"
Academic Content Expert - Physics (English),QA Solvers,Varanasi,Start Immediately,"2,50,000 - 3,00,000",0-2 years,"1 week ago


Be an early applicant"
Academic Content Expert - Statistics (English),QA Solvers,Varanasi,Start Immediately,"2,50,000 - 3,00,000",0-2 years,"1 week ago


Be an early applicant"
HR Executive,Tring,Mumbai,Start Immediately,"2,50,000 - 3,00,000",1-2 years,2 weeks ago
SME - Chemistry (Graduation),QA Solvers,Work from home,Start Immediately,"2,50,000 - 3,50,000",0-2 years,2 weeks ago
Associate UI/UX Designer,AICAN Private Limited,Mumbai,Start Immediately,"2,00,000 - 3,00,000",1-2 years,2 weeks ago
Full Stack MERN Developer,AICAN Private Limited,Mumbai,Start Immediately,"2,50,000 - 3,50,000",0-1 years,2 weeks ago
Marketing And Communication Associate,Benepik,Gurgaon,Start Immediately,"2,50,000 - 3,50,000",0-2 years,2 weeks ago
Embedded Systems Engineer,AICAN Private Limited,Mumbai,Start Immediately,"2,00,000 - 3,00,000",1-2 years,2 weeks ago
Vue JS Developer,Error Technologies,Hyderabad,Start Immediately,"2,40,000 - 3,60,000",0-2 years,2 weeks ago
React Developer,Error Technologies,Hyderabad,Start Immediately,"2,40,000 - 3,60,000",0-2 years,2 weeks ago
Project Manager,Error Technologies,Hyderabad,Start Immediately,"2,40,000 - 3,60,000",0-2 years,2 weeks ago
Junior Social Media Marketing Associate,Solution Graph,"Faridabad, Delhi, Noida, Ghaziabad, Gurgaon",Start Immediately,"2,00,000 - 3,00,000",0-2 years,2 weeks ago
Career Counselor,DGguru Learning Solutions Private Limited (MentorKart),Noida,Start Immediately,"3,00,000 - 4,00,000",1-3 years,2 weeks ago
Accountant,Inorbvict Healthcare India Private Limited,Pune,Start Immediately,"2,00,000 - 3,00,000",1-3 years,2 weeks ago
Junior Software Developer,IESoft Technologies Private Limited,Work from home,Start Immediately,"3,00,000 - 5,00,000",0-1 years,2 weeks ago
Logistics Manager,Inorbvict Healthcare India Private Limited,Pune,Start Immediately,"2,00,000 - 3,70,000",1-3 years,2 weeks ago
Sales Executive,Zigsaw Consultancy,Kanpur,Start Immediately,"5,00,000 - 6,00,000",4-5 years,2 weeks ago
Liasoning Executive,Zigsaw Consultancy,Kanpur,Start Immediately,"5,00,000 - 6,00,000",4-5 years,2 weeks ago
Business Development Manager,AntWalk,Work from home,Start Immediately,"5,00,000 - 7,00,000",2-5 years,2 weeks ago
Operations Associate,Able Jobs,Bangalore,Start Immediately,"3,00,000 - 4,00,000",0-3 years,2 weeks ago
Subject Matter Expert (Team Lead),Graveiens Eduservices Private Limited,Work from home,Start Immediately,"2,00,000 - 4,00,000",1-3 years,2 weeks ago
Software Instructor (For Oracle),Adroit Technologies Innovative Solutions Private Limited,"Gujarat, Vellore, Coimbatore, Erode, Chennai, Hyderabad, Bangalore, Karur",Start Immediately,"3,50,000 - 4,00,000",0-2 years,2 weeks ago
Business Development Executive,AajNeeti,Noida,Start Immediately,"2,00,000 - 4,00,000",1-3 years,2 weeks ago
Business Development Executive,Primary Healthtech,"Guwahati, Delhi",Start Immediately,"2,00,000 - 3,00,000",0-2 years,2 weeks ago
Design - Manufacturing Engineer,Primary Healthtech,"Delhi, Guwahati",Start Immediately,"5,00,000 - 6,00,000",2-5 years,2 weeks ago
Junior Software Developer,Solution Graph,"Nagpur, Nashik, Pune, Mumbai",Start Immediately,"3,00,000 - 7,00,000",0-2 years,2 weeks ago
Google Apps Sheet And API Integration Specialist,Ecovista Industries Pvt Ltd,Work from home,Start Immediately,"2,00,000 - 4,00,000",1-5 years,2 weeks ago
Human Resources (HR) Executive,DIGIGIRI ENTERPRISES,Sonipat,Start Immediately,"2,00,000 - 2,40,000",1-5 years,2 weeks ago
Human Resources (HR) Executive,DIGIGIRI ENTERPRISES,Kundli,Start Immediately,"2,00,000 - 2,40,000",1-5 years,2 weeks ago
Junior Social Media Marketing Associate,FlytBase Labs,Pune,Start Immediately,"3,00,000 - 6,00,000",0-2 years,2 weeks ago
SME - Economics (Graduation),QA Solvers,Work from home,Start Immediately,"2,50,000 - 3,50,000",0-3 years,2 weeks ago
Junior Graphic Designer,ChipBucket Solution Private Limited,Ahmedabad,Start Immediately,"2,50,000 - 4,00,000",0-2 years,2 weeks ago
Software Developer,Solution Graph,Bangalore,Start Immediately,"4,00,000 - 8,00,000",0-1 years,2 weeks ago
Associate Video Editor & Graphic Designer,WinnyTine Events,"Mumbai, Dahisar",Start Immediately,"2,00,000 - 2,40,000",0-1 years,2 weeks ago
Social Media Manager,IB Cricket,Hyderabad,Start Immediately,"2,40,000 - 3,00,000",0-1 years,2 weeks ago
Vendor Relations Manager,Digipplus,Work from home,Start Immediately,"5,00,000 - 7,00,000",3-5 years,2 weeks ago
Telecaller,Peppermint Communications Private Limited,Work from home,Start Immediately,"2,00,000",0-1 years,2 weeks ago
Graphic Designer,Jalan Technology Consulting,"Jaipur, Bangalore",Start Immediately,"2,00,000 - 4,00,000",1-3 years,2 weeks ago
Content Writer/Content Marketing Specialist,Return Journey LLP,Pune,Start Immediately,"2,20,000 - 2,50,000",1-3 years,2 weeks ago
Social Media Marketing Specialist,Return Journey LLP,Pune,Start Immediately,"2,00,000 - 2,40,000",1-3 years,2 weeks ago
Human Resources (HR) Executive,Xboom Utilities Private Limited,Bangalore,Start Immediately,"3,00,000 - 5,00,000",1-5 years,2 weeks ago
Digital Marketing Executive,ChipBucket Solution Private Limited,Ahmedabad,Start Immediately,"2,40,000 - 3,60,000",1-3 years,2 weeks ago
Business Development Executive,IESoft Technologies Private Limited,Delhi,Start Immediately,"2,00,000 - 4,00,000",1-4 years,2 weeks ago
Business Development Executive,SND DIGITAL RETAILS LLP (StarAndDaisy),Ghaziabad,Start Immediately,"2,00,000 - 2,20,000",0-1 years,3 weeks ago
Senior Associate - SEO,Internshala,Gurgaon,Start Immediately,"5,00,000 - 8,00,000",2-3 years,3 weeks ago
Senior UX/UI Designer,AltaSierra,Work from home,Start Immediately,"5,00,000 - 7,00,000",2 years,3 weeks ago
Pre- Sales Associate,AntWalk,Work from home,Start Immediately,"4,00,000 - 7,00,000",1-4 years,3 weeks ago
Senior Web Developer,AltaSierra,Work from home,Start Immediately,"5,00,000 - 8,00,000",2 years,3 weeks ago
Associate Product Manager,The Agency Source,Delhi,Start Immediately,"3,00,000 - 3,50,000",0-1 years,3 weeks ago
Senior Marketer,AltaSierra,Work from home,Start Immediately,"5,00,000 - 8,00,000",3 years,3 weeks ago
Human Resources (HR) Manager,AltaSierra,Work from home,Start Immediately,"5,00,000 - 7,00,000",2 years,3 weeks ago
Customer Relationship Manager,TopMentor,Pune,Start Immediately,"2,00,000 - 3,00,000",0 years,3 weeks ago
Founders Office Executive (Business),Super Assistant,Work from home,Start Immediately,"2,40,000 - 3,60,000",0-3 years,3 weeks ago
Junior Corporate Sales Associate,Super Assistant,Work from home,Start Immediately,"3,00,000 - 4,00,000",0-2 years,3 weeks ago
Business Development Manager (IT),VAIR IT TECHNOLOGIES PVT LTD,Noida,Start Immediately,"5,00,000 - 6,00,000",3-5 years,3 weeks ago
Junior Sales Executive,OckyPocky,"Delhi, Gurgaon",Start Immediately,"3,00,000 - 3,50,000",1-2 years,3 weeks ago
Corporate Sales Executive,Kompass India Information Private Limited,Mumbai,Start Immediately,"2,00,000 - 4,00,000",0-5 years,3 weeks ago
Technical Support (Cloud Services) Executive,Sanver E-Solutions Private Limited,Mumbai,Start Immediately,"3,60,000 - 4,80,000",1-2 years,3 weeks ago
Recruitment (HR) Executive,Sanver E-Solutions Private Limited,Mumbai,Start Immediately,"3,60,000 - 4,80,000",1-3 years,3 weeks ago
Inside Sales Executive,Sanver E-Solutions Private Limited,Mumbai,Start Immediately,"3,60,000 - 6,00,000",1-3 years,3 weeks ago
Accountant,Sanver E-Solutions Private Limited,Mumbai,Start Immediately,"3,00,000",1-2 years,3 weeks ago
Business Development Associate (Delhi),IB Cricket,Delhi,Start Immediately,"3,00,000 - 5,00,000",0-3 years,3 weeks ago
Business Development Associate ( Hyderabad ),IB Cricket,Hyderabad,Start Immediately,"3,00,000 - 5,00,000",0-3 years,3 weeks ago
Business Development Manager,Zigsaw Consultancy,Delhi,Start Immediately,"3,00,000 - 4,20,000",1-2 years,3 weeks ago
Team Lead Relationship Manager,Showoffclicks,Thane,Start Immediately,"2,00,000 - 2,50,000",1 year,"3 weeks ago


Be an early applicant"
Training Delivery Executive,STEMplify,Noida,Start Immediately,"2,50,000 - 3,60,000",0-1 years,3 weeks ago
Content Development Executive,STEMplify,Noida,Start Immediately,"2,70,000 - 4,00,000",0-1 years,3 weeks ago
STEM Trainer,STEMplify,Noida,Start Immediately,"2,70,000 - 3,60,000",0-1 years,3 weeks ago
Human Resources (HR) Executive,STEMplify,Noida,Start Immediately,"2,70,000 - 3,60,000",0-1 years,3 weeks ago
Social Media Marketing Associate,Showoffclicks,Thane,Start Immediately,"2,00,000 - 2,50,000",1 year,3 weeks ago
Research Associate (Chemistry/Biotechnology),Primary Healthtech,Guwahati,Start Immediately,"2,00,000 - 4,00,000",0-1 years,3 weeks ago
Business Development Executive,Primary Healthtech,Guwahati,Start Immediately,"2,00,000 - 2,40,000",0-1 years,3 weeks ago
Executive - Inside Sales,GS1India,Mumbai,Start Immediately,"3,00,000 - 5,00,000",0-2 years,3 weeks ago
Full Stack Developer,Super Assistant,Work from home,Start Immediately,"4,20,000 - 6,00,000",0-2 years,3 weeks ago
Chemical Engineer,Primary Healthtech,Guwahati,Start Immediately,"2,00,000 - 3,00,000",0-1 years,3 weeks ago
Graphic Designer,Studio Image Works,Gurgaon,Start Immediately,"5,00,000 - 6,00,000",2 years,3 weeks ago
CGI Photo Retoucher,Studio Image Works,Gurgaon,Start Immediately,"5,00,000 - 6,00,000",2 years,3 weeks ago
Digital Marketing Executive,Sharedpro,Vadodara,Start Immediately,"2,40,000 - 3,60,000",0-2 years,3 weeks ago
Subject Matter Expert - Chemistry,Innovalance Learning Systems,Work from home,Start Immediately,"2,00,000 - 3,00,000",0-2 years,3 weeks ago
Graphic Designer,Zigsaw Consultancy,Bangalore,Start Immediately,"5,00,000 - 6,00,000",2-4 years,3 weeks ago
Graphic Designer,Zigsaw Consultancy,Mumbai,Start Immediately,"5,00,000",2-3 years,3 weeks ago
Backend Developer,Zigsaw Consultancy,Surat,Start Immediately,"2,40,000 - 4,20,000",1-4 years,3 weeks ago
Senior Graphic Designer,Zigsaw Consultancy,Kolkata,Start Immediately,"5,00,000",4-5 years,3 weeks ago
Product Analyst,InstaAstro,Noida,Start Immediately,"2,40,000 - 3,00,000",0-1 years,3 weeks ago
Interior Stylist,Zigsaw Consultancy,Mumbai,Start Immediately,"5,50,000 - 5,80,000",3-5 years,3 weeks ago
UI/UX Designer,Zigsaw Consultancy,Udaipur,Start Immediately,"2,15,000 - 2,16,000",0-1 years,3 weeks ago
PHP Developer,Zigsaw Consultancy,Vadodara,Start Immediately,"4,00,000 - 4,20,000",1-3 years,3 weeks ago
UI/UX Designer,Zigsaw Consultancy,Jaipur,Start Immediately,"5,00,000 - 6,00,000",2-4 years,3 weeks ago
Human Resources (HR) Associate,Guruji Astro,Jaipur,Start Immediately,"2,00,000 - 3,00,000",0-3 years,3 weeks ago
Design And Product Engineer,Primary Healthtech,Guwahati,Start Immediately,"2,00,000 - 2,40,000",0-1 years,3 weeks ago
Motion Graphics Artist,Studio Image Works,Gurgaon,Start Immediately,"5,00,000 - 6,00,000",3-5 years,3 weeks ago
React Native Developer,InstaAstro,Noida,Start Immediately,"2,50,000 - 3,00,000",1-2 years,3 weeks ago
Business Development Manager,Studio Image Works,Gurgaon,Start Immediately,"5,00,000 - 8,00,000",2-5 years,3 weeks ago
Assistant Manager - Corporate Sales,Studio Image Works,Gurgaon,Start Immediately,"5,00,000 - 8,00,000",2-5 years,3 weeks ago
Senior PHP Developer,OyeLabs,Work from home,Start Immediately,"6,00,000 - 9,60,000",3-5 years,3 weeks ago
Product Growth Consultant,IESoft Technologies Private Limited,Mumbai,Start Immediately,"2,40,000 - 3,00,000",0-3 years,3 weeks ago
Corporate Sales Associate,Guruji Astro,Jaipur,Start Immediately,"2,00,000 - 2,10,000",0-1 years,3 weeks ago
Embedded Electronics Engineer,Primary Healthtech,Guwahati,Start Immediately,"5,00,000",3-5 years,3 weeks ago
Associate Physicist,Graveiens Eduservices Private Limited,Work from home,Start Immediately,"2,00,000 - 4,00,000",1-5 years,3 weeks ago
Associate Chartered Accountant (CA),Infinity Magazine,Work from home,Start Immediately,"8,00,000",1-5 years,3 weeks ago
Junior Motion Graphics Specialist,Graveiens Eduservices Private Limited,Work from home,Start Immediately,"2,00,000 - 4,00,000",1-5 years,3 weeks ago
Associate Civil Engineer,Graveiens Eduservices Private Limited,Work from home,Start Immediately,"2,00,000 - 4,00,000",1-2 years,3 weeks ago
Chemistry Content Developer,Graveiens Eduservices Private Limited,Work from home,Start Immediately,"2,00,000 - 4,00,000",1-3 years,3 weeks ago
Animator,Graveiens Eduservices Private Limited,Work from home,Start Immediately,"2,00,000 - 4,00,000",1-3 years,3 weeks ago
Business Development Executive,Graveiens Eduservices Private Limited,Work from home,Start Immediately,"2,00,000 - 4,00,000",0-3 years,3 weeks ago
Quality Assurance Engineer,Clappia,Bangalore,Start Immediately,"3,60,000",1-3 years,3 weeks ago
Marketing Executive,Jus Amazin Foods & Beverages Private Limited,Bangalore,Start Immediately,"2,00,000 - 2,50,000",0-4 years,3 weeks ago
Android Developer,SIXHOPS INFOTECH PRIVATE LIMITED,Work from home,Start Immediately,"2,00,000",0-1 years,3 weeks ago
Junior Operations Manager,Picostone,Mumbai,Start Immediately,"3,00,000",0 years,3 weeks ago
Junior Software Developer - Flutter,House Of Couton Private Limited,Kolkata,Start Immediately,"2,00,000 - 3,00,000",0-2 years,3 weeks ago
Associate Content Writer,RankItRight Media,Bangalore,Start Immediately,"4,00,000 - 5,00,000",0-3 years,3 weeks ago
Client Servicing Executive,Studio Image Works,Gurgaon,Start Immediately,"2,00,000 - 4,00,000",1-2 years,3 weeks ago
Junior Full Stack Developer,SIXHOPS INFOTECH PRIVATE LIMITED,Work from home,Start Immediately,"2,00,000",0-1 years,3 weeks ago
SME - Statistics (Graduation),QA Solvers,Work from home,Start Immediately,"2,50,000 - 3,50,000",0-2 years,3 weeks ago
SME - Accounts (Graduation),QA Solvers,Work from home,Start Immediately,"2,50,000 - 3,50,000",0-2 years,3 weeks ago
Business Development Associate,Simit Bhagat Studios,Mumbai,Start Immediately,"3,00,000 - 3,60,000",0-2 years,3 weeks ago
Alliance Executive,Sharedpro,Vadodara,Start Immediately,"3,00,000",0-1 years,3 weeks ago
